date,category,supplier,warehouse,order_status,units_sold,inventory_level,transportation_cost,order_accuracy,lead_time,backorder,cost_of_goods_sold,average_inventory,warehouse_capacity,sku,defect_rate,route,transportation_mode,manufacturing_cost,location,revenue_generated,cost,shipping_cost
02-08-2022,Accessories,Supplier A,Warehouse 3,Fulfilled,551,3757,6978.363309,TRUE,24,FALSE,90463.99756,2312,7442,SKU41,0.045302262,Route A,Road,95.33206455,Chennai,4863.84,2462.07,346.09
03-08-2022,Electronics,Supplier D,Warehouse 3,Fulfilled,476,867,11750.1482,TRUE,25,FALSE,60424.32725,2069.5,7959,SKU50,4.754800805,Route B,Sea,45.17875792,Delhi,556.52,413.73,36.07
04-08-2022,Accessories,Supplier D,Warehouse 3,Fulfilled,693,3272,2657.726361,TRUE,25,TRUE,129927.7748,2297.5,9369,SKU23,1.342291563,Route A,Road,98.60995724,Kolkata,3953.48,3235.93,277.64
05-08-2022,Furniture,Supplier D,Warehouse 3,Fulfilled,962,1323,646.6592591,TRUE,27,TRUE,63639.19249,2531,8544,SKU0,0.226410361,Route B,Sea,46.27987924,Mumbai,1494.2,932.49,85.74
06-08-2022,Furniture,Supplier D,Warehouse 2,Fulfilled,565,3739,3042.3465,TRUE,6,FALSE,101900.1533,4002.5,5008,SKU24,3.691310293,Route A,Sea,40.3823597,Bangalore,5832.77,4020.82,324.08
07-08-2022,Accessories,Supplier A,Warehouse 2,Fulfilled,979,4266,14990.37606,TRUE,29,TRUE,136976.5235,2455,8873,SKU17,0.102020755,Route C,Rail,47.67968037,Chennai,3830.95,3027.32,170.03
08-08-2022,Furniture,Supplier B,Warehouse 1,Fulfilled,237,644,4389.630204,TRUE,21,FALSE,17808.65958,974,8552,SKU66,3.448063288,Route A,Rail,42.08443674,Kolkata,11166.19,9485.38,602.52
09-08-2022,Furniture,Supplier D,Warehouse 3,Canceled,998,1304,10619.03373,FALSE,9,TRUE,24301.96206,2143.5,7348,SKU62,1.874001404,Route C,Road,21.04864273,Mumbai,3754.74,2538.51,277.6
10-08-2022,Clothing,Supplier C,Warehouse 3,Fulfilled,797,2983,6504.906961,TRUE,11,FALSE,154072.2305,1752,8041,SKU71,2.078750608,Route A,Air,30.66167748,Bangalore,375.39,300.46,4.71
11-08-2022,Accessories,Supplier D,Warehouse 1,Fulfilled,562,521,13088.9446,TRUE,19,TRUE,53458.91562,843,8204,SKU63,3.63284329,Route A,Rail,20.07500398,Bangalore,1690.95,1367.77,48.5
12-08-2022,Furniture,Supplier C,Warehouse 1,Fulfilled,722,1165,12466.10567,FALSE,6,TRUE,134443.0715,1951,7703,SKU38,0.613326899,Route B,Road,5.930693646,Mumbai,560.03,423.47,5.84
13-08-2022,Electronics,Supplier A,Warehouse 1,Fulfilled,869,2737,12183.57682,TRUE,12,FALSE,68251.09875,1703,8088,SKU13,1.63107423,Route B,Air,97.82905011,Bangalore,1076.77,654.05,81.68
14-08-2022,Furniture,Supplier B,Warehouse 3,Fulfilled,791,669,9713.70485,TRUE,17,TRUE,63594.31935,1592,7078,SKU20,4.231416574,Route B,Rail,65.68625961,Chennai,8194.58,3577.09,314.63
15-08-2022,Clothing,Supplier D,Warehouse 1,Fulfilled,355,2515,10244.28655,TRUE,10,FALSE,67731.24908,2001.5,8400,SKU39,1.451972204,Route B,Road,9.005807429,Kolkata,3420.47,1392.52,190.35
16-08-2022,Electronics,Supplier C,Warehouse 2,Canceled,430,1488,2025.683551,TRUE,9,FALSE,24902.8953,2126.5,8127,SKU25,3.797231217,Route B,Road,78.28038312,Kolkata,898.81,552.53,61.19
17-08-2022,Accessories,Supplier D,Warehouse 3,Pending,545,2765,10139.86087,TRUE,20,FALSE,66209.11267,2366.5,5224,SKU41,0.045302262,Route A,Air,95.33206455,Chennai,656.08,408.37,52.04
18-08-2022,Accessories,Supplier D,Warehouse 1,Pending,440,1968,13554.52747,TRUE,11,FALSE,13291.00839,1472.5,6625,SKU49,2.825813985,Route A,Road,14.14781544,Delhi,1868.3,1089.8,32.01
19-08-2022,Furniture,Supplier D,Warehouse 2,Fulfilled,490,977,11555.44557,TRUE,16,FALSE,69788.59874,1803,9419,SKU22,2.591275473,Route C,Road,50.12083961,Kolkata,535.63,351.2,34.8
20-08-2022,Accessories,Supplier D,Warehouse 1,Fulfilled,699,2629,6509.293681,TRUE,14,FALSE,37114.93115,1462.5,8696,SKU31,2.989000007,Route C,Road,60.25114566,Chennai,924.14,599.28,66.13
21-08-2022,Furniture,Supplier A,Warehouse 3,Pending,379,296,2322.735644,TRUE,21,FALSE,30414.7817,247,9044,SKU62,1.874001404,Route C,Sea,21.04864273,Mumbai,2470.09,1917.96,21.4
22-08-2022,Clothing,Supplier D,Warehouse 2,Fulfilled,218,198,1868.763401,TRUE,12,FALSE,5061.35735,1840.5,6231,SKU20,4.231416574,Route B,Sea,65.68625961,Chennai,5740.56,2576.91,353.37
23-08-2022,Electronics,Supplier D,Warehouse 3,Fulfilled,771,3483,6611.912146,TRUE,2,FALSE,84193.21871,3981,9565,SKU60,2.853090617,Route A,Rail,87.21305782,Mumbai,3323.46,1666.15,105.04
24-08-2022,Furniture,Supplier C,Warehouse 3,Pending,898,4479,4375.250935,TRUE,7,TRUE,121347.712,4172,8800,SKU85,1.374429,Route B,Rail,69.92934552,Chennai,182.86,138.4,9.81
25-08-2022,Clothing,Supplier A,Warehouse 3,Fulfilled,327,3865,6102.337988,TRUE,8,FALSE,41484.45327,3384,6673,SKU12,2.161253748,Route B,Road,32.32128621,Kolkata,2451.28,1915.74,106.76
26-08-2022,Furniture,Supplier B,Warehouse 1,Fulfilled,568,2903,14694.33356,TRUE,12,FALSE,68930.75897,3000,5348,SKU40,4.213269431,Route A,Sea,88.1794071,Kolkata,1943.09,1647.1,47.57
27-08-2022,Clothing,Supplier B,Warehouse 3,Pending,539,3097,3943.547614,TRUE,6,TRUE,57531.35571,3552.5,6004,SKU19,3.646450865,Route C,Rail,82.37332059,Chennai,2735.01,2168.34,41.41
28-08-2022,Furniture,Supplier B,Warehouse 3,Fulfilled,266,4008,13136.58386,TRUE,15,FALSE,47350.6042,3339.5,8300,SKU78,4.096881332,Route C,Road,71.12651472,Mumbai,9101.64,7285.45,125.34
29-08-2022,Furniture,Supplier D,Warehouse 3,Fulfilled,136,2671,10397.68956,TRUE,16,FALSE,8226.777074,2263,8323,SKU21,0.018607568,Route C,Sea,61.73572895,Chennai,229.7,124.37,3
30-08-2022,Accessories,Supplier C,Warehouse 2,Fulfilled,369,1855,5073.537673,TRUE,1,FALSE,28702.24978,1481,6226,SKU58,1.73037472,Route B,Sea,65.04741509,Delhi,1001.14,581.41,52.89
31-08-2022,Clothing,Supplier A,Warehouse 2,Fulfilled,471,1107,10195.72783,TRUE,21,FALSE,23073.4981,731,9347,SKU76,2.180037452,Route A,Sea,64.3235978,Bangalore,3264.65,1699.7,102.37
01-09-2022,Furniture,Supplier C,Warehouse 2,Fulfilled,555,355,6913.864142,TRUE,26,TRUE,58768.28864,2453.5,5247,SKU35,0.541154098,Route C,Air,58.00478704,Delhi,371.82,250.17,7.9
02-09-2022,Clothing,Supplier C,Warehouse 2,Fulfilled,293,4552,6681.316902,FALSE,23,FALSE,41610.79081,4681.5,8191,SKU83,0.773006134,Route A,Road,97.7305938,Bangalore,7910.52,6506.11,450.04
03-09-2022,Electronics,Supplier A,Warehouse 1,Fulfilled,295,4811,1612.489292,FALSE,16,FALSE,6423.604675,4537,7795,SKU47,0.380573587,Route A,Road,19.71299291,Kolkata,2613.27,1450.59,147.69
04-09-2022,Furniture,Supplier A,Warehouse 1,Fulfilled,625,4263,5719.890072,TRUE,27,FALSE,113118.0961,2308.5,8947,SKU47,0.380573587,Route A,Air,19.71299291,Kolkata,4215.76,2742.98,191.55
05-09-2022,Furniture,Supplier A,Warehouse 3,Fulfilled,230,354,10762.42151,TRUE,13,FALSE,20284.28504,2369,5388,SKU64,0.159486315,Route C,Rail,8.693042426,Delhi,1021.53,544.82,76.74
06-09-2022,Clothing,Supplier D,Warehouse 1,Fulfilled,608,4384,10432.58826,TRUE,12,TRUE,32267.22957,2736.5,9684,SKU43,0.372304768,Route A,Sea,26.27736596,Mumbai,4079.64,1943.58,138.32
07-09-2022,Accessories,Supplier B,Warehouse 3,Canceled,556,1089,1723.377998,TRUE,16,TRUE,39856.15427,1935.5,6885,SKU65,4.911095955,Route C,Road,1.597222743,Kolkata,5263.08,2567.51,356.26
08-09-2022,Accessories,Supplier D,Warehouse 2,Fulfilled,667,2782,5061.180188,TRUE,11,FALSE,116128.9068,3820,7433,SKU29,3.878098937,Route B,Road,39.29287559,Kolkata,2282.16,972.37,24.27
09-09-2022,Furniture,Supplier B,Warehouse 3,Fulfilled,407,4858,8648.247595,TRUE,26,FALSE,55965.10725,3733,7987,SKU94,1.463607498,Route B,Rail,60.38737861,Delhi,2285.64,1890.64,138.25
10-09-2022,Electronics,Supplier D,Warehouse 2,Fulfilled,996,2608,3319.721028,TRUE,25,FALSE,100463.3134,2333.5,5582,SKU79,0.165871627,Route C,Rail,57.87090292,Bangalore,2369.28,1377.26,187.49
11-09-2022,Furniture,Supplier D,Warehouse 1,Fulfilled,266,2059,5461.702884,TRUE,21,FALSE,18321.56352,1834.5,7335,SKU62,1.874001404,Route C,Rail,21.04864273,Mumbai,762.54,591.24,52.23
12-09-2022,Electronics,Supplier B,Warehouse 2,Fulfilled,671,1610,5088.59136,TRUE,18,FALSE,40580.41359,3012,9664,SKU63,3.63284329,Route A,Rail,20.07500398,Bangalore,1560.05,1102.33,75.62
13-09-2022,Furniture,Supplier C,Warehouse 1,Fulfilled,128,4414,11062.12607,FALSE,17,TRUE,6983.494533,2761,5147,SKU45,3.219604612,Route A,Air,66.31254444,Chennai,1552.28,754.97,80.73
14-09-2022,Clothing,Supplier B,Warehouse 3,Pending,734,1108,7515.824565,TRUE,11,FALSE,75435.52481,1226,7668,SKU18,2.231939111,Route A,Rail,27.10798085,Kolkata,2652.86,1270.61,83.56
15-09-2022,Furniture,Supplier C,Warehouse 1,Pending,142,1344,13385.31065,TRUE,24,FALSE,11617.83095,2589,8821,SKU45,3.219604612,Route A,Air,66.31254444,Chennai,4913.91,3761.08,274.99
16-09-2022,Clothing,Supplier A,Warehouse 3,Fulfilled,549,3834,12804.795,TRUE,8,FALSE,35837.73156,4225,7956,SKU29,3.878098937,Route B,Rail,39.29287559,Kolkata,627.32,325.66,39.38
17-09-2022,Clothing,Supplier B,Warehouse 3,Canceled,463,4616,9215.821927,TRUE,4,FALSE,35098.7685,3860,6700,SKU89,1.907665734,Route B,Air,46.60387338,Kolkata,1595.58,1293.98,127.43
18-09-2022,Electronics,Supplier B,Warehouse 1,Canceled,799,3104,5761.554346,TRUE,29,FALSE,72334.86212,3662.5,7243,SKU1,4.854068026,Route B,Sea,33.61676895,Mumbai,7954.2,3682.99,333.56
19-09-2022,Clothing,Supplier D,Warehouse 2,Fulfilled,769,4221,695.9478134,TRUE,18,FALSE,90671.67819,3472.5,8485,SKU45,3.219604612,Route A,Rail,66.31254444,Chennai,859.55,605.96,8.25
20-09-2022,Furniture,Supplier C,Warehouse 1,Fulfilled,322,2724,7806.738868,TRUE,10,FALSE,36858.37885,2790.5,9807,SKU95,1.21088213,Route A,Air,58.89068577,Mumbai,794.53,609.02,39.48
21-09-2022,Electronics,Supplier B,Warehouse 1,Fulfilled,397,2857,8701.251152,TRUE,13,TRUE,79201.85604,2416.5,5387,SKU75,2.030069089,Route C,Road,48.06478264,Chennai,2213.45,1119.71,30.83
22-09-2022,Furniture,Supplier B,Warehouse 2,Canceled,847,1976,2872.439087,TRUE,21,TRUE,96394.36213,2949.5,7339,SKU36,3.805533379,Route C,Rail,45.53136424,Delhi,4206.5,2205.44,98.25
23-09-2022,Accessories,Supplier B,Warehouse 3,Canceled,596,3923,9652.227132,TRUE,14,FALSE,112864.7076,2138.5,6946,SKU49,2.825813985,Route A,Road,14.14781544,Delhi,1828.82,1525.3,54.24
24-09-2022,Clothing,Supplier C,Warehouse 1,Fulfilled,383,354,814.6513815,FALSE,5,FALSE,20785.02271,1940,8598,SKU33,3.541046012,Route A,Rail,23.85342751,Chennai,6829.18,3544.82,408.57
25-09-2022,Accessories,Supplier B,Warehouse 3,Fulfilled,831,3526,10696.39688,TRUE,6,FALSE,17941.06714,4068.5,9675,SKU98,2.908122169,Route A,Sea,5.604690864,Chennai,4259.02,2527.65,80.01
26-09-2022,Furniture,Supplier A,Warehouse 1,Fulfilled,213,4611,756.8508338,TRUE,15,FALSE,17085.53415,3841,6290,SKU62,1.874001404,Route C,Air,21.04864273,Mumbai,4195.72,2494.91,73.14
27-09-2022,Clothing,Supplier D,Warehouse 3,Pending,914,3071,5890.041277,FALSE,7,FALSE,112053.5734,2484.5,6977,SKU81,2.547547122,Route B,Road,19.78959294,Delhi,3146.72,1616.99,26.35
28-09-2022,Electronics,Supplier B,Warehouse 3,Fulfilled,516,1898,10681.2731,TRUE,8,FALSE,12179.78589,1378.5,8302,SKU99,0.346027291,Route B,Sea,38.07289852,Chennai,18539.39,13887.97,1306.9
29-09-2022,Electronics,Supplier C,Warehouse 2,Pending,590,859,10244.76184,TRUE,4,FALSE,87205.11672,806.5,5027,SKU77,3.055141818,Route B,Rail,42.95244475,Kolkata,1472.68,1100.58,83.96
30-09-2022,Clothing,Supplier B,Warehouse 1,Canceled,103,754,4760.019824,TRUE,21,FALSE,9071.729424,1873,5183,SKU6,1.000910619,Route A,Road,1.08506857,Kolkata,243.83,139.04,3
01-10-2022,Furniture,Supplier D,Warehouse 1,Fulfilled,970,2992,10625.90058,TRUE,12,FALSE,32154.84023,3246.5,5628,SKU39,1.451972204,Route B,Road,9.005807429,Kolkata,8993.47,6977.2,64.05
02-10-2022,Furniture,Supplier B,Warehouse 2,Fulfilled,587,3501,14893.07045,TRUE,24,FALSE,80367.27874,2510.5,6107,SKU69,1.362387989,Route A,Road,77.62776581,Kolkata,1144.02,567.3,53.66
03-10-2022,Accessories,Supplier D,Warehouse 2,Pending,362,1520,10909.12342,TRUE,16,FALSE,15534.38146,2332,6115,SKU46,3.648610593,Route B,Rail,77.32235321,Chennai,2014,809.5,52.75
04-10-2022,Electronics,Supplier A,Warehouse 3,Fulfilled,416,3144,14484.2666,TRUE,21,FALSE,43362.74421,3037,7490,SKU64,0.159486315,Route C,Road,8.693042426,Delhi,6697.91,4400.7,333.25
05-10-2022,Clothing,Supplier D,Warehouse 2,Fulfilled,796,2930,11296.65615,TRUE,19,FALSE,93806.1438,2810.5,9987,SKU43,0.372304768,Route A,Rail,26.27736596,Mumbai,364.21,308.61,13.69
06-10-2022,Electronics,Supplier C,Warehouse 1,Fulfilled,589,2691,4892.704934,FALSE,21,FALSE,52277.88746,1559.5,8072,SKU41,0.045302262,Route A,Road,95.33206455,Chennai,517.16,215.86,38.4
07-10-2022,Accessories,Supplier D,Warehouse 2,Pending,547,428,1734.58273,TRUE,5,FALSE,31741.02708,390.5,6340,SKU43,0.372304768,Route A,Air,26.27736596,Mumbai,364.57,179.95,9.69
08-10-2022,Clothing,Supplier A,Warehouse 1,Fulfilled,840,353,8264.24177,FALSE,14,FALSE,91581.97444,1806,6047,SKU14,0.100682852,Route B,Sea,5.79143663,Kolkata,817.18,517.7,45.71
09-10-2022,Accessories,Supplier D,Warehouse 3,Pending,478,3259,1986.196773,TRUE,9,FALSE,63174.3565,3868,5925,SKU8,2.709862691,Route B,Road,11.42302714,Mumbai,2806.34,2145.37,25.41
10-10-2022,Clothing,Supplier B,Warehouse 2,Fulfilled,264,4477,2553.450052,TRUE,8,FALSE,36585.51631,3798,5978,SKU2,4.580592619,Route C,Road,30.68801935,Mumbai,3053.94,1343.94,234.21
11-10-2022,Electronics,Supplier D,Warehouse 3,Pending,487,3119,6944.393886,TRUE,24,FALSE,37852.49933,3124,9972,SKU59,0.447194015,Route A,Rail,1.900762244,Kolkata,2383.38,1377.25,187.23
12-10-2022,Furniture,Supplier A,Warehouse 3,Fulfilled,397,3129,6067.231629,TRUE,25,FALSE,30172.68385,2932.5,5133,SKU82,4.137877049,Route C,Sea,4.465278435,Mumbai,440.2,324.07,26.6
13-10-2022,Electronics,Supplier A,Warehouse 1,Fulfilled,572,2736,1405.441987,TRUE,7,FALSE,29031.76613,3799.5,9811,SKU1,4.854068026,Route B,Road,33.61676895,Mumbai,179.45,101.78,7.16
14-10-2022,Electronics,Supplier D,Warehouse 1,Fulfilled,683,4863,7878.8362,TRUE,20,FALSE,21824.49708,3047,6282,SKU40,4.213269431,Route A,Rail,88.1794071,Kolkata,1909.04,925.84,41.04
15-10-2022,Furniture,Supplier C,Warehouse 2,Fulfilled,415,1231,12155.96835,TRUE,27,FALSE,69950.02671,2174.5,8083,SKU37,2.610288085,Route A,Rail,34.34327747,Kolkata,1128.03,550.45,74.38
16-10-2022,Accessories,Supplier A,Warehouse 3,Fulfilled,56,3118,8347.454604,TRUE,12,FALSE,9380.740621,3081.5,5928,SKU69,1.362387989,Route A,Road,77.62776581,Kolkata,2862.31,1673.09,172.39
17-10-2022,Furniture,Supplier B,Warehouse 2,Pending,354,3045,12817.31357,TRUE,26,FALSE,44810.09262,3402,5058,SKU46,3.648610593,Route B,Road,77.32235321,Chennai,3648.07,2246.25,78.97
18-10-2022,Accessories,Supplier C,Warehouse 2,Fulfilled,529,3759,9298.496989,TRUE,27,FALSE,101950.5018,3592.5,5157,SKU56,1.173755495,Route B,Sea,12.83628457,Mumbai,2076.09,1635.58,80.64
19-10-2022,Accessories,Supplier A,Warehouse 2,Fulfilled,124,3426,9518.082639,TRUE,25,FALSE,2550.850335,2399.5,9123,SKU72,3.213329607,Route B,Road,55.7604929,Bangalore,3866.61,2664.15,153.54
20-10-2022,Clothing,Supplier D,Warehouse 1,Fulfilled,309,1373,11738.6861,TRUE,23,FALSE,24856.44977,2205.5,8745,SKU51,1.772951172,Route A,Road,14.19032834,Bangalore,2273.81,1615.95,152.3
21-10-2022,Accessories,Supplier A,Warehouse 3,Fulfilled,679,3038,14443.385,TRUE,3,FALSE,110831.2711,2900.5,9421,SKU43,0.372304768,Route A,Road,26.27736596,Mumbai,3071.94,2587.63,172.91
22-10-2022,Furniture,Supplier C,Warehouse 3,Fulfilled,165,2763,12615.33326,TRUE,23,FALSE,12280.7931,2341.5,5807,SKU53,1.410347576,Route B,Rail,83.34405899,Delhi,893.66,523.09,47.58
23-10-2022,Electronics,Supplier D,Warehouse 2,Fulfilled,615,1920,7064.937897,TRUE,28,FALSE,56375.75237,1691,5162,SKU32,1.946036119,Route A,Road,29.69246715,Kolkata,1510.79,878.54,81.19
24-10-2022,Furniture,Supplier A,Warehouse 2,Canceled,167,1462,10134.14491,TRUE,26,FALSE,28995.62884,2407.5,7383,SKU65,4.911095955,Route C,Air,1.597222743,Kolkata,2201.24,1795.12,55.66
25-10-2022,Electronics,Supplier A,Warehouse 1,Pending,430,3353,10227.54086,TRUE,3,FALSE,53023.76274,3467,8230,SKU6,1.000910619,Route A,Rail,1.08506857,Kolkata,4107.33,2097.38,135.04
26-10-2022,Clothing,Supplier D,Warehouse 1,Pending,650,3581,14142.75864,TRUE,18,FALSE,18045.95122,1842.5,9341,SKU75,2.030069089,Route C,Rail,48.06478264,Chennai,1219.58,888.36,10.27
27-10-2022,Electronics,Supplier D,Warehouse 3,Pending,318,104,13542.93509,TRUE,26,FALSE,56018.97913,2178,5169,SKU11,0.021169821,Route A,Road,27.59236309,Kolkata,3044.73,2251.75,194.93
28-10-2022,Electronics,Supplier B,Warehouse 2,Fulfilled,938,4252,5443.743124,TRUE,13,FALSE,139323.7774,3139.5,7949,SKU38,0.613326899,Route B,Air,5.930693646,Mumbai,1385.98,615.38,51.94
29-10-2022,Electronics,Supplier A,Warehouse 3,Canceled,769,2027,13021.57364,TRUE,26,FALSE,77040.39164,1336,5429,SKU63,3.63284329,Route A,Sea,20.07500398,Bangalore,1607.54,981.73,60.87
30-10-2022,Furniture,Supplier C,Warehouse 1,Fulfilled,649,645,1237.374643,TRUE,18,FALSE,114000.7837,2816,7376,SKU22,2.591275473,Route C,Road,50.12083961,Kolkata,4144.42,2031.82,96.99
31-10-2022,Furniture,Supplier D,Warehouse 3,Fulfilled,870,4987,13593.90417,TRUE,27,TRUE,146852.1065,3637,9454,SKU62,1.874001404,Route C,Road,21.04864273,Mumbai,246.4,119.11,5.1
01-11-2022,Accessories,Supplier B,Warehouse 3,Fulfilled,95,2287,7199.570471,FALSE,10,FALSE,4064.212534,2633.5,7628,SKU41,0.045302262,Route A,Road,95.33206455,Chennai,494.49,301.01,24.27
02-11-2022,Electronics,Supplier B,Warehouse 2,Fulfilled,470,2980,3263.352674,TRUE,23,FALSE,16981.32105,3230.5,7092,SKU63,3.63284329,Route A,Road,20.07500398,Bangalore,410.68,217.76,9.22
03-11-2022,Furniture,Supplier B,Warehouse 1,Pending,678,3481,8035.432952,TRUE,3,FALSE,134639.1146,2441.5,8652,SKU14,0.100682852,Route B,Road,5.79143663,Kolkata,175.28,132.9,3
04-11-2022,Accessories,Supplier D,Warehouse 1,Pending,612,1402,7358.363609,TRUE,19,FALSE,78238.91432,1227.5,6676,SKU15,2.264405761,Route B,Road,97.12128175,Bangalore,917.58,741.79,57.41
05-11-2022,Clothing,Supplier C,Warehouse 3,Canceled,988,1053,13300.93586,FALSE,16,FALSE,187153.3576,2994.5,5711,SKU26,2.119319737,Route A,Road,15.97222976,Bangalore,3825.46,2912.03,127.14
06-11-2022,Clothing,Supplier B,Warehouse 3,Canceled,701,4936,14865.85774,TRUE,19,FALSE,42272.48456,3999,8832,SKU11,0.021169821,Route A,Rail,27.59236309,Kolkata,1359.83,706.72,45.58
07-11-2022,Clothing,Supplier D,Warehouse 1,Fulfilled,927,3062,10260.11455,FALSE,19,FALSE,162254.2375,3137.5,8141,SKU58,1.73037472,Route B,Sea,65.04741509,Delhi,2203.47,1153.21,82.3
08-11-2022,Furniture,Supplier D,Warehouse 2,Pending,919,3213,13805.2101,FALSE,6,FALSE,110651.7195,3596,6345,SKU98,2.908122169,Route A,Rail,5.604690864,Chennai,5373.41,2765.3,355.33
09-11-2022,Accessories,Supplier C,Warehouse 3,Pending,715,3979,1039.714716,TRUE,22,FALSE,55779.68483,4349.5,6555,SKU95,1.21088213,Route A,Rail,58.89068577,Mumbai,6820.49,3142.66,198.22
10-11-2022,Accessories,Supplier C,Warehouse 1,Fulfilled,957,4720,6135.148711,TRUE,12,FALSE,76005.0583,2881,6400,SKU36,3.805533379,Route C,Sea,45.53136424,Delhi,1687.26,1391.5,104.36
11-11-2022,Electronics,Supplier A,Warehouse 2,Fulfilled,970,1042,2176.281354,TRUE,1,FALSE,155633.2792,2188.5,8275,SKU63,3.63284329,Route A,Air,20.07500398,Bangalore,6999.44,4066.13,528.22
12-11-2022,Clothing,Supplier A,Warehouse 2,Fulfilled,373,3335,5252.334775,TRUE,12,FALSE,54355.97861,3346,7757,SKU87,3.693737788,Route B,Rail,28.69699682,Chennai,1982.53,993.46,108.18
13-11-2022,Furniture,Supplier C,Warehouse 2,Fulfilled,366,3357,4663.889094,TRUE,5,FALSE,18330.68365,1825,5965,SKU52,2.122471619,Route C,Sea,9.166849149,Mumbai,782.58,611.2,29.25
14-11-2022,Furniture,Supplier A,Warehouse 2,Fulfilled,408,293,13432.16039,TRUE,15,FALSE,67494.51466,265.5,9982,SKU33,3.541046012,Route A,Rail,23.85342751,Chennai,997.85,578.39,60.95
15-11-2022,Furniture,Supplier B,Warehouse 3,Pending,316,238,8574.161073,TRUE,22,FALSE,20719.2929,257,7865,SKU61,4.367470538,Route A,Road,78.70239397,Kolkata,411.36,171.04,16.18
16-11-2022,Electronics,Supplier B,Warehouse 1,Fulfilled,312,276,1825.680898,TRUE,9,FALSE,10013.81557,405.5,8171,SKU63,3.63284329,Route A,Road,20.07500398,Bangalore,743.87,351.76,26.84
17-11-2022,Clothing,Supplier C,Warehouse 3,Fulfilled,425,535,652.9987338,TRUE,10,FALSE,57426.5005,488.5,9052,SKU8,2.709862691,Route B,Road,11.42302714,Mumbai,1263.93,869.16,56.11
18-11-2022,Accessories,Supplier B,Warehouse 3,Fulfilled,992,442,3219.144732,TRUE,7,FALSE,177278.6146,425,6834,SKU61,4.367470538,Route A,Road,78.70239397,Kolkata,4038.32,3038.06,116.42
19-11-2022,Furniture,Supplier A,Warehouse 1,Fulfilled,935,408,2953.444249,TRUE,13,FALSE,139743.2866,1036.5,8596,SKU43,0.372304768,Route A,Air,26.27736596,Mumbai,10104.84,5001.09,129.53
20-11-2022,Electronics,Supplier C,Warehouse 2,Fulfilled,101,1665,6519.757303,TRUE,9,FALSE,15956.01161,2864.5,8811,SKU33,3.541046012,Route A,Air,23.85342751,Chennai,453.87,368.92,16.39
21-11-2022,Electronics,Supplier C,Warehouse 3,Fulfilled,492,4064,7754.212521,FALSE,18,TRUE,15341.85825,3149.5,8199,SKU46,3.648610593,Route B,Air,77.32235321,Chennai,2678.01,2096.74,38.27
22-11-2022,Electronics,Supplier D,Warehouse 2,Fulfilled,377,2235,11073.55875,TRUE,2,FALSE,43629.54344,2502,8163,SKU10,1.727313928,Route B,Road,96.52735279,Kolkata,638.71,499.33,22.86
23-11-2022,Electronics,Supplier B,Warehouse 3,Fulfilled,281,2769,3705.537516,TRUE,22,FALSE,8954.683224,3683,8209,SKU52,2.122471619,Route C,Air,9.166849149,Mumbai,2906.48,1460.35,135.94
24-11-2022,Accessories,Supplier A,Warehouse 1,Pending,916,4597,3624.936434,TRUE,8,FALSE,53805.57999,4613.5,9104,SKU24,3.691310293,Route A,Air,40.3823597,Bangalore,1585.91,670.43,118.63
25-11-2022,Electronics,Supplier B,Warehouse 1,Pending,626,4630,10154.547,FALSE,29,TRUE,101506.5805,4302,5216,SKU78,4.096881332,Route C,Rail,71.12651472,Mumbai,289.77,229.02,3
26-11-2022,Electronics,Supplier A,Warehouse 2,Pending,269,3974,6165.056288,TRUE,3,TRUE,34499.02407,2334.5,9584,SKU84,4.843456577,Route B,Air,33.80863651,Chennai,4574.7,2459.41,236.1
27-11-2022,Electronics,Supplier A,Warehouse 3,Fulfilled,987,695,6582.481534,TRUE,26,FALSE,101918.9974,1535.5,7968,SKU8,2.709862691,Route B,Sea,11.42302714,Mumbai,987.33,669.91,38.83
28-11-2022,Clothing,Supplier A,Warehouse 2,Fulfilled,418,2376,5635.235853,TRUE,12,TRUE,64577.38459,3550.5,6008,SKU47,0.380573587,Route A,Road,19.71299291,Kolkata,1060.08,786.56,6.91
29-11-2022,Clothing,Supplier B,Warehouse 1,Fulfilled,791,4725,2807.806718,TRUE,28,FALSE,88360.15221,4604.5,6210,SKU31,2.989000007,Route C,Air,60.25114566,Chennai,620.33,283.94,14.71
30-11-2022,Electronics,Supplier A,Warehouse 1,Fulfilled,933,4484,14595.15036,TRUE,29,FALSE,69681.3687,2519,5852,SKU0,0.226410361,Route B,Air,46.27987924,Mumbai,939.85,706.18,13.05
01-12-2022,Clothing,Supplier B,Warehouse 1,Fulfilled,991,554,6064.700641,TRUE,5,FALSE,146635.6286,1638.5,8490,SKU65,4.911095955,Route C,Rail,1.597222743,Kolkata,2773.57,2280.79,58.96
02-12-2022,Furniture,Supplier C,Warehouse 1,Fulfilled,951,2723,7766.859606,TRUE,5,FALSE,121752.0479,3697.5,5743,SKU8,2.709862691,Route B,Sea,11.42302714,Mumbai,1496.31,1088.97,38.29
03-12-2022,Electronics,Supplier D,Warehouse 1,Fulfilled,497,4672,557.4191737,TRUE,24,FALSE,81213.5574,2557,9906,SKU70,1.830575599,Route C,Road,11.44078182,Bangalore,2511.57,1503.3,88.15
